,name,latitude,longitude,description
156,Residència Pere Relats Pujades,41.398775182837156,2.196647627498773,elderly_homes
157,Residència Llar Vila Olímpica,41.391262108209965,2.197382603086352,elderly_homes
158,Residència  Fundació Valldejuli,41.42870831219035,2.163751888005681,elderly_homes
159,Residència Assistida Balmes,41.39971668957037,2.150006815593469,elderly_homes
160,Hotel Residència Ficus,41.38856286621482,2.155354808963257,elderly_homes
161,Residència Assistida Masdeu Hogar,41.43310698780266,2.162708856712495,elderly_homes
162,Residència Assistida per a Gent Gran Ausiàs Marc,41.39190466659267,2.176525329349576,elderly_homes
163,Residència Assistida per a Gent Gran Verge del Vinyet *Llúria,41.39554780899197,2.165889404971448,elderly_homes
164,Residència Assistida per a Gent Gran Verdaguer,41.39910011418824,2.168739581917705,elderly_homes
165,Residència Assistida per a Gent Gran Lesseps,41.40537764930096,2.151912434447951,elderly_homes
166,Residència Assistida per a Gent Gran Parc del Clot,41.40761233943272,2.192045174762668,elderly_homes
167,Residència Assistida per a Gent Gran Edelweiss Vallvidrera,41.41499197266475,2.108240578736861,elderly_homes
168,Residència Assistida per a Gent Gran La Torreta de Font d'en Fargues,41.42570730490341,2.167804027243827,elderly_homes
169,Residència Assistida per a Gent Gran Merán,41.3933836792349,2.173962423858547,elderly_homes
170,Residència Assistida per a Gent Gran Mercat del Guinardó,41.41962257673004,2.178165316218893,elderly_homes
171,Residència Assistida per a Gent Gran Barceloneta - Bertran Oriola,41.3816955673522,2.187501535966781,elderly_homes
172,Residència Assistida per a Gent Gran El Mussol II,41.38975534517482,2.175252906931149,elderly_homes
173,Residència Assistida per Gent Gran Ergos,41.40449938080275,2.123513984343994,elderly_homes
174,Residència Assistida per a Gent Gran Nova Convivència 2,41.37822733900477,2.152862164073698,elderly_homes
175,Residència Assistida per a Gent Gran Verge de Lourdes I,41.40739684259436,2.156565877490515,elderly_homes
176,Residència Assistida per a Gent Gran Terra Ferma,41.406590427573974,2.173084983880946,elderly_homes
177,Residència Assistida per a Gent Gran Santa Rita *Horta,41.428895984216375,2.159404462326452,elderly_homes
178,Residència Assistida per a Gent Gran Marla Diagonal,41.397039869939654,2.160549201644337,elderly_homes
179,Residència Assistida per a Gent Gran Sant Daniel II,41.39358183247481,2.151072399694047,elderly_homes
180,Residència Assistida per a Gent Gran Bon Pastor,41.43896900482415,2.202443387750513,elderly_homes
181,Centre Residencial Santa Rosalia,41.42248128699851,2.148389656430901,elderly_homes
182,Residència Assistida per a Gent Gran L'Eixample III,41.400273478046664,2.141579253517599,elderly_homes
183,Residència Assistida per a Gent Gran Sant Gervasi Residencial,41.40587246828789,2.119198688518473,elderly_homes
184,Residència Assistida per a Gent Gran San Miguel Arcángel,41.40767773156423,2.146168107048475,elderly_homes
185,Residència Assistida per a Gent Gran Acolliment a la Vellesa I,41.4054563926778,2.205455267077733,elderly_homes
186,Residència Assistida per a Gent Gran Resigestión Bacumar Tres,41.414929444467234,2.185706346041812,elderly_homes
187,Residència Assistida per a Gent Gran Star,41.42742239701546,2.169415641168116,elderly_homes
188,Residència Assistida per a Gent Gran La Vostra Llar Gràcia,41.40447831093719,2.151705339938978,elderly_homes
189,Residència Assistida per a Gent Gran  Maria Reina Siervas de Jesús,41.392164946482616,2.110568636407971,elderly_homes
190,Residència Assistida per a Gent Gran Nova Convivència,41.37822733900477,2.152862164073698,elderly_homes
191,Residència Assistida per a Gent Gran Hermanitas de los Pobres *Tetuan,41.394849864288496,2.176711351410825,elderly_homes
192,Residència Assistencial per a Gent Gran Sant Gervasi per a Ancians III,41.40413436805253,2.141882031179077,elderly_homes
193,Residència Assistida per a Gent Gran Universitat,41.38657346452208,2.166749123300714,elderly_homes
194,Residència Assistida per a Gent Gran Llar Girona,41.39363965764635,2.172559213519965,elderly_homes
195,Residència Assistida per a Gent Gran Batllé,41.39143898019446,2.170494600136591,elderly_homes
196,Residència Assistida Amor de Dios,41.430019279078344,2.171448821017461,elderly_homes
197,Residència Assistida per a Gent Gran DomusVi Claret,41.40996092951971,2.173068576586955,elderly_homes
198,Residència Assistida per a Gent Gran Passeig de Gràcia,41.37200479302202,2.141360757125277,elderly_homes
199,Residència Assistida Gent Gran,41.40025469429003,2.183119272756593,elderly_homes
200,Residència Assistida per a Gent Gran Els Jardins de Barcelona,41.41451243294434,2.144260068661586,elderly_homes
201,Residència Assistida per a Gent Gran Racó de Pau,41.374478012596825,2.128174665747857,elderly_homes
202,Residència d'Àvies Alba,41.409120419615206,2.109874490883983,elderly_homes
203,Residència Assistida per a Gent Gran Sènior Centre,41.39977359651306,2.170604105124774,elderly_homes
204,Residència Assistida per a Gent Gran Mil·lenari,41.377188507462535,2.1728667318526282,elderly_homes
205,Residència Assistida per a Gent Gran  Seribel,41.39446012455402,2.173732347877213,elderly_homes
206,Residència Assistida per a Gent Gran Armonía,41.4029054579641,2.1253576218728902,elderly_homes
207,Residència Nova Llar,41.42405810672632,2.188147002097054,elderly_homes
208,Residència Assistida per a Gent Gran Bas,41.39019695133849,2.164979822447455,elderly_homes
209,Residència  Assistida Hermanas del Sagrado Corazón de Jesús y Santos Ángeles,41.397220641509875,2.165251543556792,elderly_homes
210,Residència Assistida per a Gent Gran Raset,41.428153082857946,2.159961612475538,elderly_homes
211,Residència Assistida Els Ametllers,41.39208747656267,2.16908126444182,elderly_homes
212,Residència Assistida per a Gent Gran Amavir  Diagonal,41.40423164983361,2.195500929099851,elderly_homes
213,Residència Assistida per a Gent Gran Llevant,41.375652707068625,2.151237548434627,elderly_homes
214,Residència Assistida per a Gent Gran Ramon Sala,41.39628080097166,2.170591249390615,elderly_homes
215,Residència Assistida per a Gent Gran L'Estel III,41.385402500932365,2.156051469546454,elderly_homes
