Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Edat_quinquennal,Nombre
2013,2,Eixample,5,el Fort Pienc,Home,80-84 anys,73
2013,2,Eixample,6,la Sagrada Família,Home,80-84 anys,134
2013,2,Eixample,7,la Dreta de l'Eixample,Home,80-84 anys,99
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,80-84 anys,98
2013,3,Sants-Montjuïc,18,Sants,Home,80-84 anys,104
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,80-84 anys,126
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,80-84 anys,104
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,80-84 anys,3
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,80-84 anys,74
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,80-84 anys,24
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,80-84 anys,29
2013,3,Sants-Montjuïc,16,la Bordeta,Home,80-84 anys,41
2013,2,Eixample,10,Sant Antoni,Home,80-84 anys,96
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,80-84 anys,16
2013,7,Horta-Guinardó,37,el Carmel,Home,80-84 anys,61
2013,7,Horta-Guinardó,38,la Teixonera,Home,80-84 anys,19
2013,9,Sant Andreu,58,Baró de Viver,Home,80-84 anys,10
2013,9,Sant Andreu,59,el Bon Pastor,Home,80-84 anys,27
2013,9,Sant Andreu,60,Sant Andreu,Home,80-84 anys,119
2013,9,Sant Andreu,61,la Sagrera,Home,80-84 anys,57
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,80-84 anys,57
2013,9,Sant Andreu,63,Navas,Home,80-84 anys,43
2013,9,Sant Andreu,57,la Trinitat Vella,Home,80-84 anys,16
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,80-84 anys,90
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,80-84 anys,30
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,80-84 anys,6
2013,10,Sant Martí,68,el Poblenou,Home,80-84 anys,61
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,80-84 anys,11
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,80-84 anys,64
2013,10,Sant Martí,71,Provençals del Poblenou,Home,80-84 anys,23
2013,10,Sant Martí,65,el Clot,Home,80-84 anys,51
2013,8,Nou Barris,56,Vallbona,Home,80-84 anys,0
2013,8,Nou Barris,55,Ciutat Meridiana,Home,80-84 anys,19
2013,8,Nou Barris,54,Torre Baró,Home,80-84 anys,2
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,80-84 anys,22
2013,7,Horta-Guinardó,40,Montbau,Home,80-84 anys,25
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,80-84 anys,19
2013,7,Horta-Guinardó,42,la Clota,Home,80-84 anys,3
2013,7,Horta-Guinardó,43,Horta,Home,80-84 anys,61
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,80-84 anys,53
2013,8,Nou Barris,45,Porta,Home,80-84 anys,71
2013,8,Nou Barris,46,el Turó de la Peira,Home,80-84 anys,59
2013,8,Nou Barris,47,Can Peguera,Home,80-84 anys,3
2013,8,Nou Barris,48,la Guineueta,Home,80-84 anys,49
2013,8,Nou Barris,49,Canyelles,Home,80-84 anys,17
2013,8,Nou Barris,50,les Roquetes,Home,80-84 anys,27
2013,8,Nou Barris,51,Verdun,Home,80-84 anys,36
2013,8,Nou Barris,52,la Prosperitat,Home,80-84 anys,85
2013,8,Nou Barris,53,la Trinitat Nova,Home,80-84 anys,21
2013,10,Sant Martí,73,la Verneda i la Pau,Home,80-84 anys,83
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,80-84 anys,32
2013,10,Sant Martí,73,la Verneda i la Pau,Home,85-89 anys,40
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,90-94 anys,16
2013,4,Les Corts,21,Pedralbes,Home,95 anys i més,1
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,95 anys i més,1
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,95 anys i més,2
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,95 anys i més,5
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,95 anys i més,2
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,95 anys i més,15
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,95 anys i més,3
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,95 anys i més,3
2013,6,Gràcia,29,el Coll,Home,95 anys i més,1
2013,6,Gràcia,30,la Salut,Home,95 anys i més,7
2013,6,Gràcia,31,la Vila de Gràcia,Home,95 anys i més,17
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,95 anys i més,6
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,95 anys i més,3
2013,7,Horta-Guinardó,34,Can Baró,Home,95 anys i més,1
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,95 anys i més,3
2013,7,Horta-Guinardó,35,el Guinardó,Home,95 anys i més,4
2013,4,Les Corts,19,les Corts,Home,95 anys i més,7
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,95 anys i més,2
2013,1,Ciutat Vella,3,la Barceloneta,Home,95 anys i més,3
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,95 anys i més,6
2013,2,Eixample,5,el Fort Pienc,Home,95 anys i més,7
2013,2,Eixample,6,la Sagrada Família,Home,95 anys i més,12
2013,2,Eixample,7,la Dreta de l'Eixample,Home,95 anys i més,13
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,95 anys i més,7
2013,3,Sants-Montjuïc,18,Sants,Home,95 anys i més,3
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,95 anys i més,12
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,95 anys i més,8
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,95 anys i més,0
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,95 anys i més,2
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,95 anys i més,1
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,95 anys i més,5
2013,3,Sants-Montjuïc,16,la Bordeta,Home,95 anys i més,3
2013,2,Eixample,10,Sant Antoni,Home,95 anys i més,9
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,95 anys i més,0
2013,7,Horta-Guinardó,37,el Carmel,Home,95 anys i més,1
2013,7,Horta-Guinardó,38,la Teixonera,Home,95 anys i més,1
2013,9,Sant Andreu,58,Baró de Viver,Home,95 anys i més,0
2013,9,Sant Andreu,59,el Bon Pastor,Home,95 anys i més,0
2013,9,Sant Andreu,60,Sant Andreu,Home,95 anys i més,6
2013,9,Sant Andreu,61,la Sagrera,Home,95 anys i més,1
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,95 anys i més,3
2013,9,Sant Andreu,63,Navas,Home,95 anys i més,2
2013,9,Sant Andreu,57,la Trinitat Vella,Home,95 anys i més,1
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,95 anys i més,6
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,95 anys i més,0
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,95 anys i més,0
2013,10,Sant Martí,68,el Poblenou,Home,95 anys i més,2
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,95 anys i més,1
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,95 anys i més,0
2013,10,Sant Martí,71,Provençals del Poblenou,Home,95 anys i més,1
2013,10,Sant Martí,65,el Clot,Home,95 anys i més,3
2013,8,Nou Barris,56,Vallbona,Home,95 anys i més,0
2013,8,Nou Barris,55,Ciutat Meridiana,Home,95 anys i més,0
2013,8,Nou Barris,54,Torre Baró,Home,95 anys i més,0
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,95 anys i més,0
2013,7,Horta-Guinardó,40,Montbau,Home,95 anys i més,1
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,95 anys i més,0
2013,7,Horta-Guinardó,42,la Clota,Home,95 anys i més,0
2013,7,Horta-Guinardó,43,Horta,Home,95 anys i més,2
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,95 anys i més,3
2013,8,Nou Barris,45,Porta,Home,95 anys i més,2
2013,8,Nou Barris,46,el Turó de la Peira,Home,95 anys i més,0
2013,8,Nou Barris,47,Can Peguera,Home,95 anys i més,0
2013,8,Nou Barris,48,la Guineueta,Home,95 anys i més,0
2013,8,Nou Barris,49,Canyelles,Home,95 anys i més,0
2013,8,Nou Barris,50,les Roquetes,Home,95 anys i més,0
2013,8,Nou Barris,51,Verdun,Home,95 anys i més,0
2013,8,Nou Barris,52,la Prosperitat,Home,95 anys i més,1
2013,8,Nou Barris,53,la Trinitat Nova,Home,95 anys i més,0
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,95 anys i més,2
2013,1,Ciutat Vella,1,el Raval,Home,90-94 anys,18
2013,1,Ciutat Vella,1,el Raval,Home,95 anys i més,4
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,90-94 anys,18
2013,4,Les Corts,21,Pedralbes,Home,90-94 anys,6
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,90-94 anys,0
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,90-94 anys,15
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,90-94 anys,6
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,90-94 anys,17
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,90-94 anys,43
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,90-94 anys,17
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,90-94 anys,16
2013,6,Gràcia,29,el Coll,Home,90-94 anys,5
2013,6,Gràcia,30,la Salut,Home,90-94 anys,3
2013,6,Gràcia,31,la Vila de Gràcia,Home,90-94 anys,37
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,90-94 anys,28
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,90-94 anys,16
2013,7,Horta-Guinardó,34,Can Baró,Home,90-94 anys,6
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,90-94 anys,11
2013,7,Horta-Guinardó,35,el Guinardó,Home,90-94 anys,22
2013,4,Les Corts,19,les Corts,Home,90-94 anys,32
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,90-94 anys,12
2013,1,Ciutat Vella,3,la Barceloneta,Home,90-94 anys,16
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,90-94 anys,6
2013,2,Eixample,5,el Fort Pienc,Home,90-94 anys,22
2013,2,Eixample,6,la Sagrada Família,Home,90-94 anys,49
2013,2,Eixample,7,la Dreta de l'Eixample,Home,90-94 anys,40
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,90-94 anys,36
2013,3,Sants-Montjuïc,18,Sants,Home,90-94 anys,35
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,90-94 anys,45
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,90-94 anys,20
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,90-94 anys,0
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,90-94 anys,15
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,90-94 anys,14
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,90-94 anys,11
2013,3,Sants-Montjuïc,16,la Bordeta,Home,90-94 anys,9
2013,2,Eixample,10,Sant Antoni,Home,90-94 anys,34
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,90-94 anys,3
2013,7,Horta-Guinardó,37,el Carmel,Home,90-94 anys,18
2013,7,Horta-Guinardó,38,la Teixonera,Home,90-94 anys,6
2013,9,Sant Andreu,58,Baró de Viver,Home,90-94 anys,1
2013,9,Sant Andreu,59,el Bon Pastor,Home,90-94 anys,2
2013,9,Sant Andreu,60,Sant Andreu,Home,90-94 anys,30
2013,9,Sant Andreu,61,la Sagrera,Home,90-94 anys,23
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,90-94 anys,6
2013,9,Sant Andreu,63,Navas,Home,90-94 anys,11
2013,9,Sant Andreu,57,la Trinitat Vella,Home,90-94 anys,3
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,90-94 anys,30
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,90-94 anys,6
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,90-94 anys,2
2013,10,Sant Martí,68,el Poblenou,Home,90-94 anys,13
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,90-94 anys,5
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,90-94 anys,14
2013,10,Sant Martí,71,Provençals del Poblenou,Home,90-94 anys,7
2013,10,Sant Martí,65,el Clot,Home,90-94 anys,13
2013,8,Nou Barris,56,Vallbona,Home,90-94 anys,0
2013,8,Nou Barris,55,Ciutat Meridiana,Home,90-94 anys,2
2013,8,Nou Barris,54,Torre Baró,Home,90-94 anys,0
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,90-94 anys,5
2013,7,Horta-Guinardó,40,Montbau,Home,90-94 anys,6
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,90-94 anys,0
2013,7,Horta-Guinardó,42,la Clota,Home,90-94 anys,0
2013,7,Horta-Guinardó,43,Horta,Home,90-94 anys,17
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,90-94 anys,15
2013,8,Nou Barris,45,Porta,Home,90-94 anys,19
2013,8,Nou Barris,46,el Turó de la Peira,Home,90-94 anys,13
2013,8,Nou Barris,47,Can Peguera,Home,90-94 anys,0
2013,8,Nou Barris,48,la Guineueta,Home,90-94 anys,18
2013,8,Nou Barris,49,Canyelles,Home,90-94 anys,4
2013,8,Nou Barris,50,les Roquetes,Home,90-94 anys,11
2013,8,Nou Barris,51,Verdun,Home,90-94 anys,13
2013,8,Nou Barris,52,la Prosperitat,Home,90-94 anys,19
2013,8,Nou Barris,53,la Trinitat Nova,Home,90-94 anys,4
2013,10,Sant Martí,73,la Verneda i la Pau,Home,90-94 anys,19
2013,1,Ciutat Vella,1,el Raval,Home,80-84 anys,94
2013,10,Sant Martí,73,la Verneda i la Pau,Home,75-79 anys,62
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,75-79 anys,53
2013,4,Les Corts,19,les Corts,Home,65-69 anys,158
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,65-69 anys,75
2013,4,Les Corts,21,Pedralbes,Home,65-69 anys,35
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,65-69 anys,18
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,65-69 anys,67
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,65-69 anys,43
2013,3,Sants-Montjuïc,18,Sants,Home,65-69 anys,120
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,65-69 anys,80
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,65-69 anys,113
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,65-69 anys,54
2013,6,Gràcia,29,el Coll,Home,65-69 anys,25
2013,6,Gràcia,30,la Salut,Home,65-69 anys,45
2013,6,Gràcia,31,la Vila de Gràcia,Home,65-69 anys,182
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,65-69 anys,118
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,65-69 anys,132
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,65-69 anys,74
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,65-69 anys,65
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,65-69 anys,43
2013,1,Ciutat Vella,1,el Raval,Home,65-69 anys,188
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,65-69 anys,76
2013,1,Ciutat Vella,3,la Barceloneta,Home,65-69 anys,64
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,65-69 anys,96
2013,2,Eixample,5,el Fort Pienc,Home,65-69 anys,87
2013,2,Eixample,6,la Sagrada Família,Home,65-69 anys,157
2013,3,Sants-Montjuïc,16,la Bordeta,Home,65-69 anys,54
2013,2,Eixample,7,la Dreta de l'Eixample,Home,65-69 anys,199
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,65-69 anys,202
2013,2,Eixample,10,Sant Antoni,Home,65-69 anys,134
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,65-69 anys,133
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,65-69 anys,5
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,65-69 anys,82
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,65-69 anys,39
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,65-69 anys,140
2013,7,Horta-Guinardó,34,Can Baró,Home,65-69 anys,25
2013,7,Horta-Guinardó,35,el Guinardó,Home,65-69 anys,113
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,65-69 anys,32
2013,8,Nou Barris,56,Vallbona,Home,65-69 anys,5
2013,9,Sant Andreu,57,la Trinitat Vella,Home,65-69 anys,17
2013,9,Sant Andreu,58,Baró de Viver,Home,65-69 anys,9
2013,9,Sant Andreu,59,el Bon Pastor,Home,65-69 anys,34
2013,9,Sant Andreu,60,Sant Andreu,Home,65-69 anys,173
2013,9,Sant Andreu,61,la Sagrera,Home,65-69 anys,74
2013,8,Nou Barris,55,Ciutat Meridiana,Home,65-69 anys,30
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,65-69 anys,34
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,65-69 anys,139
2013,10,Sant Martí,65,el Clot,Home,65-69 anys,82
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,65-69 anys,49
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,65-69 anys,20
2013,10,Sant Martí,68,el Poblenou,Home,65-69 anys,88
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,65-69 anys,28
2013,9,Sant Andreu,63,Navas,Home,65-69 anys,83
2013,8,Nou Barris,54,Torre Baró,Home,65-69 anys,7
2013,8,Nou Barris,53,la Trinitat Nova,Home,65-69 anys,33
2013,8,Nou Barris,52,la Prosperitat,Home,65-69 anys,78
2013,7,Horta-Guinardó,37,el Carmel,Home,65-69 anys,74
2013,7,Horta-Guinardó,38,la Teixonera,Home,65-69 anys,30
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,65-69 anys,20
2013,7,Horta-Guinardó,40,Montbau,Home,65-69 anys,13
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,65-69 anys,19
2013,7,Horta-Guinardó,42,la Clota,Home,65-69 anys,0
2013,7,Horta-Guinardó,43,Horta,Home,65-69 anys,74
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,65-69 anys,48
2013,8,Nou Barris,45,Porta,Home,65-69 anys,81
2013,8,Nou Barris,46,el Turó de la Peira,Home,65-69 anys,29
2013,8,Nou Barris,47,Can Peguera,Home,65-69 anys,8
2013,8,Nou Barris,48,la Guineueta,Home,65-69 anys,27
2013,8,Nou Barris,49,Canyelles,Home,65-69 anys,18
2013,8,Nou Barris,50,les Roquetes,Home,65-69 anys,44
2013,8,Nou Barris,51,Verdun,Home,65-69 anys,36
2013,10,Sant Martí,73,la Verneda i la Pau,Home,60-64 anys,78
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,65-69 anys,56
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,60-64 anys,66
2013,10,Sant Martí,70,el Besòs i el Maresme,Home,60-64 anys,68
2013,4,Les Corts,19,les Corts,Home,60-64 anys,156
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,60-64 anys,82
2013,4,Les Corts,21,Pedralbes,Home,60-64 anys,30
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,60-64 anys,18
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,60-64 anys,60
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,60-64 anys,33
2013,3,Sants-Montjuïc,18,Sants,Home,60-64 anys,124
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,60-64 anys,56
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,60-64 anys,109
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,60-64 anys,47
2013,6,Gràcia,29,el Coll,Home,60-64 anys,25
2013,6,Gràcia,30,la Salut,Home,60-64 anys,35
2013,6,Gràcia,31,la Vila de Gràcia,Home,60-64 anys,188
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,60-64 anys,103
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,60-64 anys,152
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,60-64 anys,83
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,60-64 anys,77
2013,3,Sants-Montjuïc,15,Hostafrancs,Home,60-64 anys,52
2013,1,Ciutat Vella,1,el Raval,Home,60-64 anys,181
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,60-64 anys,97
2013,1,Ciutat Vella,3,la Barceloneta,Home,60-64 anys,73
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,60-64 anys,110
2013,2,Eixample,5,el Fort Pienc,Home,60-64 anys,120
2013,2,Eixample,6,la Sagrada Família,Home,60-64 anys,169
2013,3,Sants-Montjuïc,16,la Bordeta,Home,60-64 anys,47
2013,2,Eixample,7,la Dreta de l'Eixample,Home,60-64 anys,189
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,60-64 anys,207
2013,2,Eixample,10,Sant Antoni,Home,60-64 anys,146
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,60-64 anys,138
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,60-64 anys,5
2013,3,Sants-Montjuïc,13,la Marina de Port,Home,60-64 anys,85
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,60-64 anys,33
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,60-64 anys,186
2013,7,Horta-Guinardó,34,Can Baró,Home,60-64 anys,17
2013,7,Horta-Guinardó,35,el Guinardó,Home,60-64 anys,111
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Home,60-64 anys,26
2013,8,Nou Barris,56,Vallbona,Home,60-64 anys,2
2013,9,Sant Andreu,57,la Trinitat Vella,Home,60-64 anys,24
2013,9,Sant Andreu,58,Baró de Viver,Home,60-64 anys,12
2013,9,Sant Andreu,59,el Bon Pastor,Home,60-64 anys,32
2013,9,Sant Andreu,60,Sant Andreu,Home,60-64 anys,156
2013,9,Sant Andreu,61,la Sagrera,Home,60-64 anys,90
2013,8,Nou Barris,55,Ciutat Meridiana,Home,60-64 anys,14
2013,9,Sant Andreu,62,el Congrés i els Indians,Home,60-64 anys,48
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,60-64 anys,122
2013,10,Sant Martí,65,el Clot,Home,60-64 anys,73
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,60-64 anys,54
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,60-64 anys,34
2013,10,Sant Martí,68,el Poblenou,Home,60-64 anys,92
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,60-64 anys,42
2013,9,Sant Andreu,63,Navas,Home,60-64 anys,60
2013,8,Nou Barris,54,Torre Baró,Home,60-64 anys,8
2013,8,Nou Barris,53,la Trinitat Nova,Home,60-64 anys,28
2013,8,Nou Barris,52,la Prosperitat,Home,60-64 anys,75
2013,7,Horta-Guinardó,37,el Carmel,Home,60-64 anys,87
2013,7,Horta-Guinardó,38,la Teixonera,Home,60-64 anys,28
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,60-64 anys,13
2013,7,Horta-Guinardó,40,Montbau,Home,60-64 anys,8
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Home,60-64 anys,13
2013,7,Horta-Guinardó,42,la Clota,Home,60-64 anys,3
2013,7,Horta-Guinardó,43,Horta,Home,60-64 anys,69
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,60-64 anys,60
2013,8,Nou Barris,45,Porta,Home,60-64 anys,60
2013,8,Nou Barris,46,el Turó de la Peira,Home,60-64 anys,41
2013,8,Nou Barris,47,Can Peguera,Home,60-64 anys,9
2013,8,Nou Barris,48,la Guineueta,Home,60-64 anys,32
2013,8,Nou Barris,49,Canyelles,Home,60-64 anys,15
2013,8,Nou Barris,50,les Roquetes,Home,60-64 anys,49
2013,8,Nou Barris,51,Verdun,Home,60-64 anys,41
2013,10,Sant Martí,71,Provençals del Poblenou,Home,60-64 anys,53
2013,10,Sant Martí,71,Provençals del Poblenou,Home,65-69 anys,45
2013,10,Sant Martí,72,Sant Martí de Provençals,Home,65-69 anys,70
2013,10,Sant Martí,73,la Verneda i la Pau,Home,65-69 anys,85
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Home,75-79 anys,46
2013,4,Les Corts,21,Pedralbes,Home,75-79 anys,22
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,75-79 anys,2
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Home,75-79 anys,34
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,75-79 anys,29
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,75-79 anys,46
2013,4,Les Corts,19,les Corts,Home,75-79 anys,119
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,75-79 anys,108
2013,6,Gràcia,28,Vallcarca i els Penitents,Home,75-79 anys,44
2013,6,Gràcia,29,el Coll,Home,75-79 anys,12
2013,6,Gràcia,30,la Salut,Home,75-79 anys,31
2013,6,Gràcia,31,la Vila de Gràcia,Home,75-79 anys,124
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,75-79 anys,60
2013,7,Horta-Guinardó,33,el Baix Guinardó,Home,75-79 anys,58
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,75-79 anys,55
2013,7,Horta-Guinardó,34,Can Baró,Home,75-79 anys,23
2013,3,Sants-Montjuïc,18,Sants,Home,75-79 anys,94
2013,3,Sants-Montjuïc,16,la Bordeta,Home,75-79 anys,35
2013,1,Ciutat Vella,2,el Barri Gòtic,Home,75-79 anys,41
2013,1,Ciutat Vella,3,la Barceloneta,Home,75-79 anys,49
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,75-79 anys,65
2013,2,Eixample,5,el Fort Pienc,Home,75-79 anys,61
2013,2,Eixample,6,la Sagrada Família,Home,75-79 anys,129
2013,2,Eixample,7,la Dreta de l'Eixample,Home,75-79 anys,103
2013,3,Sants-Montjuïc,17,Sants - Badal,Home,75-79 anys,65
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,75-79 anys,96
2013,2,Eixample,10,Sant Antoni,Home,75-79 anys,96
2013,3,Sants-Montjuïc,11,el Poble Sec,Home,75-79 anys,92
