Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Edat_quinquennal,Nombre
2008,7,Horta-Guinardó,35,el Guinardó,Dona,45-49 anys,126
2008,7,Horta-Guinardó,34,Can Baró,Dona,45-49 anys,27
2008,7,Horta-Guinardó,40,Montbau,Dona,45-49 anys,12
2008,8,Nou Barris,49,Canyelles,Dona,45-49 anys,7
2008,8,Nou Barris,50,les Roquetes,Dona,45-49 anys,32
2008,8,Nou Barris,51,Verdun,Dona,45-49 anys,24
2008,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,45-49 anys,40
2008,10,Sant Martí,65,el Clot,Dona,45-49 anys,79
2008,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,45-49 anys,131
2008,9,Sant Andreu,63,Navas,Dona,45-49 anys,54
2008,9,Sant Andreu,62,el Congrés i els Indians,Dona,45-49 anys,41
2008,9,Sant Andreu,61,la Sagrera,Dona,45-49 anys,62
2008,9,Sant Andreu,60,Sant Andreu,Dona,45-49 anys,144
2008,9,Sant Andreu,59,el Bon Pastor,Dona,45-49 anys,18
2008,9,Sant Andreu,58,Baró de Viver,Dona,45-49 anys,5
2008,9,Sant Andreu,57,la Trinitat Vella,Dona,45-49 anys,19
2008,8,Nou Barris,56,Vallbona,Dona,45-49 anys,2
2008,8,Nou Barris,55,Ciutat Meridiana,Dona,45-49 anys,13
2008,8,Nou Barris,54,Torre Baró,Dona,45-49 anys,6
2008,8,Nou Barris,53,la Trinitat Nova,Dona,45-49 anys,18
2008,8,Nou Barris,52,la Prosperitat,Dona,45-49 anys,51
2008,7,Horta-Guinardó,33,el Baix Guinardó,Dona,45-49 anys,94
2008,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,45-49 anys,45
2008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,45-49 anys,130
2008,6,Gràcia,30,la Salut,Dona,45-49 anys,35
2008,2,Eixample,10,Sant Antoni,Dona,45-49 anys,156
2008,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,45-49 anys,232
2008,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,45-49 anys,174
2008,2,Eixample,7,la Dreta de l'Eixample,Dona,45-49 anys,198
2008,2,Eixample,6,la Sagrada Família,Dona,45-49 anys,206
2008,2,Eixample,5,el Fort Pienc,Dona,45-49 anys,105
2008,3,Sants-Montjuïc,11,el Poble Sec,Dona,45-49 anys,165
2008,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,45-49 anys,99
2008,1,Ciutat Vella,2,el Barri Gòtic,Dona,45-49 anys,70
2008,1,Ciutat Vella,1,el Raval,Dona,45-49 anys,151
2008,99,No consta,99,No consta,Dona,40-44 anys,4
2008,10,Sant Martí,73,la Verneda i la Pau,Dona,40-44 anys,51
2008,10,Sant Martí,72,Sant Martí de Provençals,Dona,40-44 anys,66
2008,10,Sant Martí,71,Provençals del Poblenou,Dona,40-44 anys,51
2008,1,Ciutat Vella,3,la Barceloneta,Dona,45-49 anys,57
2008,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,45-49 anys,1
2008,3,Sants-Montjuïc,13,la Marina de Port,Dona,45-49 anys,61
2008,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,45-49 anys,43
2008,6,Gràcia,29,el Coll,Dona,45-49 anys,30
2008,6,Gràcia,28,Vallcarca i els Penitents,Dona,45-49 anys,58
2008,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,45-49 anys,122
2008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,45-49 anys,165
2008,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,45-49 anys,67
2008,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,45-49 anys,37
2008,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,45-49 anys,64
2008,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,45-49 anys,10
2008,4,Les Corts,21,Pedralbes,Dona,45-49 anys,26
2008,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,45-49 anys,59
2008,4,Les Corts,19,les Corts,Dona,45-49 anys,142
2008,3,Sants-Montjuïc,18,Sants,Dona,45-49 anys,154
2008,3,Sants-Montjuïc,17,Sants - Badal,Dona,45-49 anys,89
2008,3,Sants-Montjuïc,16,la Bordeta,Dona,45-49 anys,56
2008,3,Sants-Montjuïc,15,Hostafrancs,Dona,45-49 anys,51
2008,6,Gràcia,31,la Vila de Gràcia,Dona,45-49 anys,276
2008,10,Sant Martí,70,el Besòs i el Maresme,Dona,40-44 anys,51
2008,10,Sant Martí,68,el Poblenou,Dona,45-49 anys,102
2008,10,Sant Martí,70,el Besòs i el Maresme,Dona,45-49 anys,51
2008,8,Nou Barris,47,Can Peguera,Dona,50-54 anys,8
2008,8,Nou Barris,46,el Turó de la Peira,Dona,50-54 anys,34
2008,8,Nou Barris,45,Porta,Dona,50-54 anys,51
2008,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,50-54 anys,74
2008,7,Horta-Guinardó,43,Horta,Dona,50-54 anys,67
2008,7,Horta-Guinardó,42,la Clota,Dona,50-54 anys,0
2008,8,Nou Barris,48,la Guineueta,Dona,50-54 anys,36
2008,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,50-54 anys,17
2008,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,50-54 anys,15
2008,7,Horta-Guinardó,38,la Teixonera,Dona,50-54 anys,19
2008,7,Horta-Guinardó,37,el Carmel,Dona,50-54 anys,78
2008,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,50-54 anys,34
2008,7,Horta-Guinardó,35,el Guinardó,Dona,50-54 anys,126
2008,7,Horta-Guinardó,34,Can Baró,Dona,50-54 anys,25
2008,7,Horta-Guinardó,40,Montbau,Dona,50-54 anys,8
2008,8,Nou Barris,49,Canyelles,Dona,50-54 anys,22
2008,8,Nou Barris,50,les Roquetes,Dona,50-54 anys,28
2008,8,Nou Barris,51,Verdun,Dona,50-54 anys,39
2008,10,Sant Martí,71,Provençals del Poblenou,Dona,75-79 anys,145
2008,10,Sant Martí,70,el Besòs i el Maresme,Dona,75-79 anys,260
2008,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,75-79 anys,54
2008,10,Sant Martí,68,el Poblenou,Dona,75-79 anys,271
2008,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,75-79 anys,24
2008,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,75-79 anys,109
2008,10,Sant Martí,65,el Clot,Dona,75-79 anys,199
2008,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,75-79 anys,419
2008,9,Sant Andreu,63,Navas,Dona,75-79 anys,237
2008,9,Sant Andreu,62,el Congrés i els Indians,Dona,75-79 anys,244
2008,9,Sant Andreu,61,la Sagrera,Dona,75-79 anys,213
2008,9,Sant Andreu,60,Sant Andreu,Dona,75-79 anys,458
2008,99,No consta,99,No consta,Dona,95 anys i més,1
2008,8,Nou Barris,53,la Trinitat Nova,Dona,50-54 anys,20
2008,8,Nou Barris,52,la Prosperitat,Dona,50-54 anys,65
2008,7,Horta-Guinardó,33,el Baix Guinardó,Dona,50-54 anys,86
2008,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,45-49 anys,35
2008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,50-54 anys,182
2008,6,Gràcia,30,la Salut,Dona,50-54 anys,44
2008,2,Eixample,10,Sant Antoni,Dona,50-54 anys,151
2008,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,50-54 anys,255
2008,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,50-54 anys,215
2008,2,Eixample,7,la Dreta de l'Eixample,Dona,50-54 anys,231
2008,2,Eixample,6,la Sagrada Família,Dona,50-54 anys,227
2008,2,Eixample,5,el Fort Pienc,Dona,50-54 anys,102
2008,3,Sants-Montjuïc,11,el Poble Sec,Dona,50-54 anys,155
2008,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,50-54 anys,87
2008,1,Ciutat Vella,2,el Barri Gòtic,Dona,50-54 anys,66
2008,1,Ciutat Vella,1,el Raval,Dona,50-54 anys,151
2008,99,No consta,99,No consta,Dona,45-49 anys,2
2008,10,Sant Martí,73,la Verneda i la Pau,Dona,45-49 anys,49
2008,10,Sant Martí,72,Sant Martí de Provençals,Dona,45-49 anys,70
2008,10,Sant Martí,71,Provençals del Poblenou,Dona,45-49 anys,41
2008,1,Ciutat Vella,3,la Barceloneta,Dona,50-54 anys,61
2008,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,50-54 anys,5
2008,3,Sants-Montjuïc,13,la Marina de Port,Dona,50-54 anys,73
2008,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,50-54 anys,48
2008,6,Gràcia,29,el Coll,Dona,50-54 anys,32
2008,6,Gràcia,28,Vallcarca i els Penitents,Dona,50-54 anys,60
2008,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,50-54 anys,118
2008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,50-54 anys,148
2008,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,50-54 anys,69
2008,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,50-54 anys,30
2008,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,50-54 anys,67
2008,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,50-54 anys,20
2008,4,Les Corts,21,Pedralbes,Dona,50-54 anys,28
2008,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,50-54 anys,74
2008,4,Les Corts,19,les Corts,Dona,50-54 anys,188
2008,3,Sants-Montjuïc,18,Sants,Dona,50-54 anys,155
2008,3,Sants-Montjuïc,17,Sants - Badal,Dona,50-54 anys,88
2008,3,Sants-Montjuïc,16,la Bordeta,Dona,50-54 anys,62
2008,3,Sants-Montjuïc,15,Hostafrancs,Dona,50-54 anys,69
2008,6,Gràcia,31,la Vila de Gràcia,Dona,50-54 anys,262
2008,10,Sant Martí,72,Sant Martí de Provençals,Dona,75-79 anys,325
2008,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,40-44 anys,46
2008,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,40-44 anys,45
2008,8,Nou Barris,47,Can Peguera,Dona,35-39 anys,7
2008,8,Nou Barris,46,el Turó de la Peira,Dona,35-39 anys,43
2008,8,Nou Barris,45,Porta,Dona,35-39 anys,101
2008,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,35-39 anys,88
2008,7,Horta-Guinardó,43,Horta,Dona,35-39 anys,113
2008,7,Horta-Guinardó,42,la Clota,Dona,35-39 anys,0
2008,8,Nou Barris,48,la Guineueta,Dona,35-39 anys,56
2008,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,35-39 anys,16
2008,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,35-39 anys,20
2008,7,Horta-Guinardó,38,la Teixonera,Dona,35-39 anys,63
2008,7,Horta-Guinardó,37,el Carmel,Dona,35-39 anys,106
2008,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,35-39 anys,29
2008,7,Horta-Guinardó,35,el Guinardó,Dona,35-39 anys,186
2008,7,Horta-Guinardó,34,Can Baró,Dona,35-39 anys,54
2008,7,Horta-Guinardó,40,Montbau,Dona,35-39 anys,20
2008,8,Nou Barris,49,Canyelles,Dona,35-39 anys,10
2008,8,Nou Barris,50,les Roquetes,Dona,35-39 anys,43
2008,8,Nou Barris,51,Verdun,Dona,35-39 anys,54
2008,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,35-39 anys,54
2008,10,Sant Martí,65,el Clot,Dona,35-39 anys,120
2008,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,35-39 anys,192
2008,9,Sant Andreu,63,Navas,Dona,35-39 anys,75
2008,9,Sant Andreu,62,el Congrés i els Indians,Dona,35-39 anys,59
2008,9,Sant Andreu,61,la Sagrera,Dona,35-39 anys,77
2008,9,Sant Andreu,60,Sant Andreu,Dona,35-39 anys,270
2008,9,Sant Andreu,59,el Bon Pastor,Dona,35-39 anys,35
2008,9,Sant Andreu,58,Baró de Viver,Dona,35-39 anys,12
2008,9,Sant Andreu,57,la Trinitat Vella,Dona,35-39 anys,26
2008,8,Nou Barris,56,Vallbona,Dona,35-39 anys,3
2008,8,Nou Barris,55,Ciutat Meridiana,Dona,35-39 anys,21
2008,8,Nou Barris,54,Torre Baró,Dona,35-39 anys,4
2008,8,Nou Barris,53,la Trinitat Nova,Dona,35-39 anys,25
2008,8,Nou Barris,52,la Prosperitat,Dona,35-39 anys,70
2008,7,Horta-Guinardó,33,el Baix Guinardó,Dona,35-39 anys,101
2008,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,35-39 anys,40
2008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,35-39 anys,170
2008,6,Gràcia,30,la Salut,Dona,35-39 anys,54
2008,2,Eixample,10,Sant Antoni,Dona,35-39 anys,192
2008,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,35-39 anys,293
2008,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,35-39 anys,245
2008,2,Eixample,7,la Dreta de l'Eixample,Dona,35-39 anys,256
2008,2,Eixample,6,la Sagrada Família,Dona,35-39 anys,317
2008,2,Eixample,5,el Fort Pienc,Dona,35-39 anys,157
2008,3,Sants-Montjuïc,11,el Poble Sec,Dona,35-39 anys,241
2008,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,35-39 anys,179
2008,1,Ciutat Vella,2,el Barri Gòtic,Dona,35-39 anys,113
2008,1,Ciutat Vella,1,el Raval,Dona,35-39 anys,251
2008,99,No consta,99,No consta,Dona,30-34 anys,1
2008,10,Sant Martí,73,la Verneda i la Pau,Dona,30-34 anys,74
2008,10,Sant Martí,72,Sant Martí de Provençals,Dona,30-34 anys,95
2008,10,Sant Martí,71,Provençals del Poblenou,Dona,30-34 anys,89
2008,1,Ciutat Vella,3,la Barceloneta,Dona,35-39 anys,104
2008,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,35-39 anys,1
2008,3,Sants-Montjuïc,13,la Marina de Port,Dona,35-39 anys,87
2008,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,35-39 anys,39
2008,6,Gràcia,29,el Coll,Dona,35-39 anys,33
2008,6,Gràcia,28,Vallcarca i els Penitents,Dona,35-39 anys,106
2008,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,35-39 anys,165
2008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,35-39 anys,201
2008,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,35-39 anys,85
2008,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,35-39 anys,45
2008,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,35-39 anys,91
2008,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,35-39 anys,18
2008,4,Les Corts,21,Pedralbes,Dona,35-39 anys,21
2008,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,35-39 anys,95
2008,4,Les Corts,19,les Corts,Dona,35-39 anys,155
2008,3,Sants-Montjuïc,18,Sants,Dona,35-39 anys,228
2008,3,Sants-Montjuïc,17,Sants - Badal,Dona,35-39 anys,110
2008,3,Sants-Montjuïc,16,la Bordeta,Dona,35-39 anys,75
2008,3,Sants-Montjuïc,15,Hostafrancs,Dona,35-39 anys,92
2008,6,Gràcia,31,la Vila de Gràcia,Dona,35-39 anys,446
2008,10,Sant Martí,68,el Poblenou,Dona,40-44 anys,130
2008,10,Sant Martí,68,el Poblenou,Dona,35-39 anys,177
2008,10,Sant Martí,70,el Besòs i el Maresme,Dona,35-39 anys,54
2008,8,Nou Barris,47,Can Peguera,Dona,40-44 anys,3
2008,8,Nou Barris,46,el Turó de la Peira,Dona,40-44 anys,39
2008,8,Nou Barris,45,Porta,Dona,40-44 anys,76
2008,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,40-44 anys,100
2008,7,Horta-Guinardó,43,Horta,Dona,40-44 anys,77
2008,7,Horta-Guinardó,42,la Clota,Dona,40-44 anys,0
2008,8,Nou Barris,48,la Guineueta,Dona,40-44 anys,40
2008,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,40-44 anys,2
2008,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,40-44 anys,19
2008,7,Horta-Guinardó,38,la Teixonera,Dona,40-44 anys,34
2008,7,Horta-Guinardó,37,el Carmel,Dona,40-44 anys,85
2008,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,40-44 anys,21
2008,7,Horta-Guinardó,35,el Guinardó,Dona,40-44 anys,135
2008,7,Horta-Guinardó,34,Can Baró,Dona,40-44 anys,40
2008,7,Horta-Guinardó,40,Montbau,Dona,40-44 anys,23
2008,8,Nou Barris,49,Canyelles,Dona,40-44 anys,4
2008,8,Nou Barris,50,les Roquetes,Dona,40-44 anys,27
2008,8,Nou Barris,51,Verdun,Dona,40-44 anys,35
2008,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,40-44 anys,51
2008,10,Sant Martí,65,el Clot,Dona,40-44 anys,79
2008,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,40-44 anys,168
2008,9,Sant Andreu,63,Navas,Dona,40-44 anys,62
2008,9,Sant Andreu,62,el Congrés i els Indians,Dona,40-44 anys,51
2008,9,Sant Andreu,61,la Sagrera,Dona,40-44 anys,83
2008,9,Sant Andreu,60,Sant Andreu,Dona,40-44 anys,154
2008,9,Sant Andreu,59,el Bon Pastor,Dona,40-44 anys,19
2008,9,Sant Andreu,58,Baró de Viver,Dona,40-44 anys,2
2008,9,Sant Andreu,57,la Trinitat Vella,Dona,40-44 anys,14
2008,8,Nou Barris,56,Vallbona,Dona,40-44 anys,3
2008,8,Nou Barris,55,Ciutat Meridiana,Dona,40-44 anys,19
2008,8,Nou Barris,54,Torre Baró,Dona,40-44 anys,2
2008,8,Nou Barris,53,la Trinitat Nova,Dona,40-44 anys,25
2008,8,Nou Barris,52,la Prosperitat,Dona,40-44 anys,65
2008,7,Horta-Guinardó,33,el Baix Guinardó,Dona,40-44 anys,99
2008,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,35-39 anys,70
2008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,40-44 anys,159
2008,6,Gràcia,30,la Salut,Dona,40-44 anys,41
2008,2,Eixample,10,Sant Antoni,Dona,40-44 anys,180
2008,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,40-44 anys,211
2008,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,40-44 anys,214
2008,2,Eixample,7,la Dreta de l'Eixample,Dona,40-44 anys,204
2008,2,Eixample,6,la Sagrada Família,Dona,40-44 anys,248
2008,2,Eixample,5,el Fort Pienc,Dona,40-44 anys,124
2008,3,Sants-Montjuïc,11,el Poble Sec,Dona,40-44 anys,184
2008,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,40-44 anys,151
2008,1,Ciutat Vella,2,el Barri Gòtic,Dona,40-44 anys,77
2008,1,Ciutat Vella,1,el Raval,Dona,40-44 anys,186
2008,99,No consta,99,No consta,Dona,35-39 anys,3
2008,10,Sant Martí,73,la Verneda i la Pau,Dona,35-39 anys,64
2008,10,Sant Martí,72,Sant Martí de Provençals,Dona,35-39 anys,72
2008,10,Sant Martí,71,Provençals del Poblenou,Dona,35-39 anys,57
2008,1,Ciutat Vella,3,la Barceloneta,Dona,40-44 anys,77
2008,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,40-44 anys,4
2008,3,Sants-Montjuïc,13,la Marina de Port,Dona,40-44 anys,69
2008,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,40-44 anys,38
2008,6,Gràcia,29,el Coll,Dona,40-44 anys,28
2008,6,Gràcia,28,Vallcarca i els Penitents,Dona,40-44 anys,59
2008,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,40-44 anys,153
2008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,40-44 anys,155
2008,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,40-44 anys,70
2008,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,40-44 anys,37
2008,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,40-44 anys,65
2008,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,40-44 anys,14
2008,4,Les Corts,21,Pedralbes,Dona,40-44 anys,17
2008,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,40-44 anys,55
2008,4,Les Corts,19,les Corts,Dona,40-44 anys,155
2008,3,Sants-Montjuïc,18,Sants,Dona,40-44 anys,189
2008,3,Sants-Montjuïc,17,Sants - Badal,Dona,40-44 anys,101
2008,3,Sants-Montjuïc,16,la Bordeta,Dona,40-44 anys,41
2008,3,Sants-Montjuïc,15,Hostafrancs,Dona,40-44 anys,73
2008,6,Gràcia,31,la Vila de Gràcia,Dona,40-44 anys,339
2008,10,Sant Martí,70,el Besòs i el Maresme,Dona,30-34 anys,44
2008,10,Sant Martí,73,la Verneda i la Pau,Dona,75-79 anys,297
2008,1,Ciutat Vella,1,el Raval,Dona,80-84 anys,433
2008,8,Nou Barris,52,la Prosperitat,Dona,90-94 anys,42
2008,8,Nou Barris,51,Verdun,Dona,90-94 anys,20
2008,8,Nou Barris,50,les Roquetes,Dona,90-94 anys,24
2008,8,Nou Barris,49,Canyelles,Dona,90-94 anys,8
2008,8,Nou Barris,48,la Guineueta,Dona,90-94 anys,16
2008,8,Nou Barris,47,Can Peguera,Dona,90-94 anys,1
2008,8,Nou Barris,53,la Trinitat Nova,Dona,90-94 anys,21
2008,8,Nou Barris,46,el Turó de la Peira,Dona,90-94 anys,39
2008,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,90-94 anys,57
2008,7,Horta-Guinardó,43,Horta,Dona,90-94 anys,40
2008,7,Horta-Guinardó,42,la Clota,Dona,90-94 anys,0
2008,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,90-94 anys,4
2008,7,Horta-Guinardó,40,Montbau,Dona,90-94 anys,12
2008,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,90-94 anys,12
2008,8,Nou Barris,45,Porta,Dona,90-94 anys,42
2008,8,Nou Barris,54,Torre Baró,Dona,90-94 anys,4
2008,8,Nou Barris,55,Ciutat Meridiana,Dona,90-94 anys,8
2008,8,Nou Barris,56,Vallbona,Dona,90-94 anys,1
2008,10,Sant Martí,71,Provençals del Poblenou,Dona,90-94 anys,34
2008,10,Sant Martí,70,el Besòs i el Maresme,Dona,90-94 anys,27
2008,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,90-94 anys,9
2008,10,Sant Martí,68,el Poblenou,Dona,90-94 anys,58
2008,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,90-94 anys,8
2008,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,90-94 anys,23
2008,10,Sant Martí,65,el Clot,Dona,90-94 anys,41
2008,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,90-94 anys,87
2008,9,Sant Andreu,63,Navas,Dona,90-94 anys,35
2008,9,Sant Andreu,62,el Congrés i els Indians,Dona,90-94 anys,33
2008,9,Sant Andreu,61,la Sagrera,Dona,90-94 anys,47
2008,9,Sant Andreu,60,Sant Andreu,Dona,90-94 anys,104
2008,9,Sant Andreu,59,el Bon Pastor,Dona,90-94 anys,8
2008,9,Sant Andreu,58,Baró de Viver,Dona,90-94 anys,3
2008,9,Sant Andreu,57,la Trinitat Vella,Dona,90-94 anys,9
2008,7,Horta-Guinardó,38,la Teixonera,Dona,90-94 anys,13
2008,10,Sant Martí,72,Sant Martí de Provençals,Dona,90-94 anys,38
2008,7,Horta-Guinardó,37,el Carmel,Dona,90-94 anys,35
2008,7,Horta-Guinardó,35,el Guinardó,Dona,90-94 anys,82
2008,3,Sants-Montjuïc,15,Hostafrancs,Dona,90-94 anys,44
2008,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,90-94 anys,20
2008,3,Sants-Montjuïc,13,la Marina de Port,Dona,90-94 anys,30
2008,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,90-94 anys,2
2008,3,Sants-Montjuïc,11,el Poble Sec,Dona,90-94 anys,107
2008,2,Eixample,10,Sant Antoni,Dona,90-94 anys,120
2008,3,Sants-Montjuïc,16,la Bordeta,Dona,90-94 anys,25
2008,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,90-94 anys,174
2008,2,Eixample,7,la Dreta de l'Eixample,Dona,90-94 anys,163
2008,2,Eixample,6,la Sagrada Família,Dona,90-94 anys,153
2008,2,Eixample,5,el Fort Pienc,Dona,90-94 anys,77
2008,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,90-94 anys,74
2008,1,Ciutat Vella,3,la Barceloneta,Dona,90-94 anys,44
2008,1,Ciutat Vella,2,el Barri Gòtic,Dona,90-94 anys,39
2008,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,90-94 anys,199
2008,3,Sants-Montjuïc,17,Sants - Badal,Dona,90-94 anys,53
2008,3,Sants-Montjuïc,18,Sants,Dona,90-94 anys,96
2008,4,Les Corts,19,les Corts,Dona,90-94 anys,99
2008,7,Horta-Guinardó,34,Can Baró,Dona,90-94 anys,25
2008,7,Horta-Guinardó,33,el Baix Guinardó,Dona,90-94 anys,56
2008,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,90-94 anys,102
2008,6,Gràcia,31,la Vila de Gràcia,Dona,90-94 anys,182
2008,6,Gràcia,30,la Salut,Dona,90-94 anys,34
2008,6,Gràcia,29,el Coll,Dona,90-94 anys,12
2008,6,Gràcia,28,Vallcarca i els Penitents,Dona,90-94 anys,34
2008,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,90-94 anys,84
2008,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,90-94 anys,162
2008,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,90-94 anys,83
2008,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,90-94 anys,34
2008,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,90-94 anys,54
2008,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,90-94 anys,3
2008,4,Les Corts,21,Pedralbes,Dona,90-94 anys,12
2008,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,90-94 anys,50
2008,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,90-94 anys,8
2008,1,Ciutat Vella,1,el Raval,Dona,90-94 anys,85
2008,10,Sant Martí,73,la Verneda i la Pau,Dona,90-94 anys,35
2008,1,Ciutat Vella,1,el Raval,Dona,95 anys i més,24
2008,8,Nou Barris,52,la Prosperitat,Dona,95 anys i més,1
2008,8,Nou Barris,51,Verdun,Dona,95 anys i més,4
2008,8,Nou Barris,50,les Roquetes,Dona,95 anys i més,4
2008,8,Nou Barris,49,Canyelles,Dona,95 anys i més,1
2008,8,Nou Barris,48,la Guineueta,Dona,95 anys i més,2
2008,8,Nou Barris,47,Can Peguera,Dona,95 anys i més,0
